21_JUMP_STREET.srt 	21_JUMP_STREET_DVS90 	00:11:53,00 --> 00:12:00,50 	a woman with long blonde hair turns.
SPARKLE_2012.srt 	SPARKLE_2012_DVS372 	01:03:09,00 --> 01:03:16,50 	he slowly turns away, keeping his menacing eyes locked on hers.
SPARKLE_2012.srt 	SPARKLE_2012_DVS381 	01:04:03,00 --> 01:04:14,50 	sister takes the fur coat from someone and turns toward the party with a glowing smile.
SPARKLE_2012.srt 	SPARKLE_2012_DVS410 	01:09:03,00 --> 01:09:07,50 	she turns around.
SPARKLE_2012.srt 	SPARKLE_2012_DVS463 	01:16:24,00 --> 01:16:29,50 	he turns and walks down her driveway in the rain.
SPARKLE_2012.srt 	SPARKLE_2012_DVS465 	01:16:35,00 --> 01:16:39,50 	then turns back and enters the house.
SPARKLE_2012.srt 	SPARKLE_2012_DVS474 	01:17:39,00 --> 01:17:44,50 	someone turns to someone and someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS508 	01:21:37,00 --> 01:21:43,50 	then turns and rests her head on her own crossed arms.
SPARKLE_2012.srt 	SPARKLE_2012_DVS536 	01:28:56,00 --> 01:29:03,50 	in a housecoat and curlers, someone turns off the set.
SPARKLE_2012.srt 	SPARKLE_2012_DVS543 	01:29:39,00 --> 01:29:44,50 	she smiles to herself and turns the page, stopping.
SPARKLE_2012.srt 	SPARKLE_2012_DVS583 	01:35:23,00 --> 01:35:31,50 	seated at a grand piano, someone glances over, then turns her attention to her song journal.
SPARKLE_2012.srt 	SPARKLE_2012_DVS630 	01:42:46,00 --> 01:42:51,50 	someone gently taps her on the chin, and turns away.
SUPER_8.srt 	SUPER_8_DVS39 	00:05:15,00 --> 00:05:21,50 	he turns and slams the blond boy against several nails protruding from a wall.
SUPER_8.srt 	SUPER_8_DVS41 	00:05:25,00 --> 00:05:30,50 	sitting in a bedroom, someone turns to the burly boy.
SUPER_8.srt 	SUPER_8_DVS57 	00:08:26,00 --> 00:08:31,50 	someone turns and studies the brochure.
SUPER_8.srt 	SUPER_8_DVS70 	00:10:42,00 --> 00:10:47,50 	someone locks eyes with someone, then turns and shakes her head.
SUPER_8.srt 	SUPER_8_DVS93 	00:15:28,00 --> 00:15:33,50 	someone wipes his eye, then turns toward someone.
SUPER_8.srt 	SUPER_8_DVS98 	00:16:49,00 --> 00:16:54,50 	someone turns to someone, who smiles and nods.
SUPER_8.srt 	SUPER_8_DVS100 	00:17:11,00 --> 00:17:17,50 	the truck turns onto the track and speeds toward the oncoming train.
SUPER_8.srt 	SUPER_8_DVS104 	00:17:32,00 --> 00:17:39,50 	as the rear of the train comes apart, someone, someone, and someone turn back.
SUPER_8.srt 	SUPER_8_DVS116 	00:18:28,00 --> 00:18:34,50 	someone turns to run but a massive explosion knocks him to the ground.
SUPER_8.srt 	SUPER_8_DVS130 	00:19:50,00 --> 00:19:55,50 	holding one hand over his heart preston turns.
SUPER_8.srt 	SUPER_8_DVS180 	00:30:14,00 --> 00:30:20,50 	someone turns as mr.
SUPER_8.srt 	SUPER_8_DVS185 	00:31:00,00 --> 00:31:05,50 	someone turns and follows her father into the house.
SUPER_8.srt 	SUPER_8_DVS213 	00:36:37,00 --> 00:36:44,50 	he reaches into the car and turns off the power.
SUPER_8.srt 	SUPER_8_DVS214 	00:36:48,00 --> 00:36:55,50 	the sheriff turns toward a dumpster standing beside the gas station.
SUPER_8.srt 	SUPER_8_DVS225 	00:38:15,00 --> 00:38:21,50 	someone lifts the gas pump handle off the ground then turns and freezes.
SUPER_8.srt 	SUPER_8_DVS255 	00:43:04,00 --> 00:43:09,50 	someone drops a flashlight, the men turn and stare at him.
SUPER_8.srt 	SUPER_8_DVS262 	00:44:32,00 --> 00:44:40,50 	he turns and stares toward the adjacent junkyard which is obscured behind trees then returns to his repairs.
SUPER_8.srt 	SUPER_8_DVS263 	00:44:42,00 --> 00:44:47,50 	he turns again as something falls beyond the tree line.
SUPER_8.srt 	SUPER_8_DVS277 	00:48:01,00 --> 00:48:08,50 	someone turns over a test graded c-.
SUPER_8.srt 	SUPER_8_DVS278 	00:48:30,00 --> 00:48:35,50 	someone turns and stares at someone.
SUPER_8.srt 	SUPER_8_DVS288 	00:51:42,00 --> 00:51:46,50 	someone turns to leave.
SUPER_8.srt 	SUPER_8_DVS293 	00:53:21,00 --> 00:53:26,50 	someone's face twitches as he stares back then turns and leaves.
SUPER_8.srt 	SUPER_8_DVS306 	00:54:37,00 --> 00:54:41,50 	someone turns and runs.
SUPER_8.srt 	SUPER_8_DVS339 	01:01:19,00 --> 01:01:25,50 	someone's mother pushes him on a swing as the screen turns white
SUPER_8.srt 	SUPER_8_DVS341 	01:01:29,00 --> 01:01:35,50 	both children turn as the white cube on someone's desk begins to vibrate.
SUPER_8.srt 	SUPER_8_DVS348 	01:02:25,00 --> 01:02:30,50 	later, someone turns the key in her front door and slips inside.
SUPER_8.srt 	SUPER_8_DVS357 	01:03:40,00 --> 01:03:46,50 	driving the yellow muscle car her father turns down the side street after her.
SUPER_8.srt 	SUPER_8_DVS358 	01:03:44,00 --> 01:03:50,50 	someone stops and turns around then rides back up the street.
SUPER_8.srt 	SUPER_8_DVS359 	01:03:47,00 --> 01:03:52,50 	her father turns his head as he drives past her.
SUPER_8.srt 	SUPER_8_DVS377 	01:06:46,00 --> 01:06:51,50 	both boys turn toward the movie screen.
SUPER_8.srt 	SUPER_8_DVS400 	01:12:30,00 --> 01:12:37,50 	someone turns and elbows the soldier in the face, he grabs the soldier's rifle, and knocks him out with its butt.
SUPER_8.srt 	SUPER_8_DVS409 	01:13:55,00 --> 01:14:00,50 	someone makes a sharp right turn onto a dirt road.
SUPER_8.srt 	SUPER_8_DVS411 	01:14:03,00 --> 01:14:08,50 	someone turns to someone who sits in the front passenger seat.
SUPER_8.srt 	SUPER_8_DVS419 	01:15:12,00 --> 01:15:17,50 	someone turns toward a movie screen.
SUPER_8.srt 	SUPER_8_DVS421 	01:15:25,00 --> 01:15:31,50 	someone turns to someone who plays an electronic football game.
SUPER_8.srt 	SUPER_8_DVS431 	01:17:55,00 --> 01:17:59,50 	someone turns and stares at someone.
SUPER_8.srt 	SUPER_8_DVS434 	01:18:06,00 --> 01:18:13,50 	someone turns and walks off.
SUPER_8.srt 	SUPER_8_DVS449 	01:19:41,00 --> 01:19:45,50 	someone turns toward his friends.
SUPER_8.srt 	SUPER_8_DVS451 	01:20:08,00 --> 01:20:14,50 	as the driver turns the steering wheel the bus lands upright on all its wheels.
SUPER_8.srt 	SUPER_8_DVS480 	01:23:03,00 --> 01:23:09,50 	everyone turns and watches the creature reach for the driver and crush him.
SUPER_8.srt 	SUPER_8_DVS530 	01:29:12,00 --> 01:29:16,50 	someone turns to someone.
SUPER_8.srt 	SUPER_8_DVS536 	01:29:53,00 --> 01:29:58,50 	someone turns to someone who stares straight ahead,
SUPER_8.srt 	SUPER_8_DVS537 	01:30:02,00 --> 01:30:06,50 	someone turns away.
SUPER_8.srt 	SUPER_8_DVS541 	01:30:43,00 --> 01:30:47,50 	someone turns.
SUPER_8.srt 	SUPER_8_DVS545 	01:31:32,00 --> 01:31:40,50 	as they move closer someone turns and finds himself face-to-face with sheriff pruit who hangs upside down.
SUPER_8.srt 	SUPER_8_DVS581 	01:36:03,00 --> 01:36:07,50 	someone turns and runs.
SUPER_8.srt 	SUPER_8_DVS584 	01:36:15,00 --> 01:36:20,50 	reaching a dead end they turn and gazed down the empty tunnel.
SUPER_8.srt 	SUPER_8_DVS590 	01:36:47,00 --> 01:36:51,50 	someone turns to someone.
SUPER_8.srt 	SUPER_8_DVS598 	01:37:54,00 --> 01:37:59,50 	the creature glances away then turns back to someone.
SUPER_8.srt 	SUPER_8_DVS660 	01:45:35,00 --> 01:45:41,50 	someone walks in to building 47 and turns on a flashlight.
SUPER_8.srt 	SUPER_8_DVS665 	01:46:00,00 --> 01:46:07,50 	someone turns and slams someone against several nails protruding from a wall.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS43 	00:04:53,00 --> 00:05:00,50 	the thief taps another man on the shoulder, then reaches into his breast pocket as he turns.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS51 	00:05:45,00 --> 00:05:52,50 	he turns and inspects a model ship with a unicorn figurehead on display behind them.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS76 	00:11:11,00 --> 00:11:15,50 	he turns the page.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS115 	00:17:33,00 --> 00:17:38,50 	someone shoves open the door and turns on the lights.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS163 	00:24:51,00 --> 00:24:57,50 	snowy tumbles onto the street as the van turns sharply.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS191 	00:28:17,00 --> 00:28:23,50 	outside the burly thug tries to open the cargo hold, but the wheel won't turn.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS237 	00:36:28,00 --> 00:36:33,50 	someone unlocks the door then turns to someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS280 	00:40:31,00 --> 00:40:36,50 	turning it on and blinding his pursuers.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS394 	00:58:16,00 --> 00:58:21,50 	the skies darken and the sands turns to ocean,
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS399 	00:59:11,00 --> 00:59:18,50 	the helmsman turns the ship's wheel.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS435 	01:02:49,00 --> 01:02:54,50 	the second man kneels beside someone and turns him toward the light.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS445 	01:05:02,00 --> 01:05:11,50 	swinging the sword, someone turns into sir someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS450 	01:05:20,00 --> 01:05:27,50 	a spar falls toward sir someone, which turns into a ceiling fan falling onto someone.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS473 	01:08:53,00 --> 01:09:00,50 	red someone leaps below decks, then turns and thrusts his sword at sir someone,
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS597 	01:21:20,00 --> 01:21:27,50 	someone turns around, smoke pours from the dam's sluice gate.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS601 	01:21:47,00 --> 01:21:54,50 	someone swats the swooping falcon, then turns onto a narrow village street.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS639 	01:25:03,00 --> 01:25:10,50 	someone takes the scroll, then turns and walks off.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS692 	01:32:42,00 --> 01:32:48,50 	someone turns his back on someone and whips his blade through the air.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS93 	00:21:33,00 --> 00:21:46,50 	with his back turned to the approaching student the unshaven man hunches over to light a cigarette.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS123 	00:28:20,00 --> 00:28:28,50 	turning to the next page he studies an oil painting of a woman in a ruffled dress facing a mirror.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS124 	00:28:29,00 --> 00:28:40,50 	he turns the page again and studies a portrait of a sickly somber faced boy.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS129 	00:29:05,00 --> 00:29:12,50 	he turns around and sees only blank canvases adorning the walls.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS131 	00:29:27,00 --> 00:29:38,50 	on a busy city street, traffic lights turn from green to red.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS153 	00:32:53,00 --> 00:33:01,50 	someone watches him go, then turns her attention back to someone as she dances with him joyfully.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS155 	00:33:05,00 --> 00:33:13,50 	someone turns to him, holding a shot.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS180 	00:36:16,00 --> 00:36:23,50 	someone turns her back to him and switches off a lamp on a dresser.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS190 	00:36:56,00 --> 00:37:04,50 	shifting his head on the pillow, he turns to someone and watches her sleep.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS245 	00:47:11,00 --> 00:47:16,50 	he turns on his heels and strides away.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS267 	00:51:43,00 --> 00:51:50,50 	as she gently sways back and forth in her seat, someone turns away.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS284 	00:55:07,00 --> 00:55:16,50 	he turns back at the open door.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS304 	00:58:04,00 --> 00:58:10,50 	the boy turns around with a wounded glare.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS313 	00:59:19,00 --> 00:59:31,50 	someone turns around and mopes off down the block of brown stone buildings.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS332 	01:04:23,00 --> 01:04:45,50 	he stares at the daunting stack of folders and assignment books for a moment then turns on a lamp and opens up his laptop.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS399 	01:16:56,00 --> 01:17:21,50 	elsewhere someone turns, her surroundings washed out by sunlight.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS403 	01:17:39,00 --> 01:17:52,50 	turning away, someone sets his diploma and graduation robes on a chair.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS404 	01:17:49,00 --> 01:18:02,50 	as he turns back he halts and stares.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS416 	01:19:13,00 --> 01:19:26,50 	someone yields a coy smile and turns toward the painting.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS87 	00:16:56,00 --> 00:17:05,50 	as she turns the corner, someone reaches the white door frame at the bottom of the stairs.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS87 	00:16:56,00 --> 00:17:05,50 	they both turn the corner.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS217 	00:43:52,00 --> 00:43:57,50 	later, on his side, he turns off the light.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS234 	00:46:09,00 --> 00:46:14,50 	she turns her back to him and punches her pillow.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS260 	00:49:25,00 --> 00:49:29,50 	she turns it on.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS321 	00:58:23,00 --> 00:58:29,50 	turning back, he finds himself aiming at someone.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS427 	01:20:19,00 --> 01:20:29,50 	marching to the bed, she blows out a candle on a bedside table, turns off the cd player, and hurls some pillows to the floor.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS464 	01:25:05,00 --> 01:25:10,50 	someone turns to the tatted clerk.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS562 	01:40:32,00 --> 01:40:39,50 	as someone turns to shoot, someone sweeps his legs.
THE_CALL.srt 	THE_CALL_DVS116 	00:09:00,00 --> 00:09:09,50 	his face obscured by a ball cap, the menacing man turns.
THE_CALL.srt 	THE_CALL_DVS140 	00:11:29,00 --> 00:11:35,50 	she turns to her coworker.
THE_CALL.srt 	THE_CALL_DVS147 	00:11:54,00 --> 00:12:00,50 	her boss enters the room and she turns to face her.
THE_CALL.srt 	THE_CALL_DVS171 	00:13:57,00 --> 00:14:02,50 	someone turns to her coworker.
THE_CALL.srt 	THE_CALL_DVS184 	00:14:56,00 --> 00:15:01,50 	the icon turns green.
THE_CALL.srt 	THE_CALL_DVS479 	00:36:53,00 --> 00:37:04,50 	approaching a large intersection, the kidnapper slows to a stop in the left turn lane.
THE_CALL.srt 	THE_CALL_DVS493 	00:38:02,00 --> 00:38:09,50 	glancing over, the suited driver watches the mysterious man as the light turns.
THE_CALL.srt 	THE_CALL_DVS518 	00:39:43,00 --> 00:39:52,50 	turning, he sees the suited driver beside his town car and tucks the bottle into his back pocket.
THE_CALL.srt 	THE_CALL_DVS522 	00:40:25,00 --> 00:40:30,50 	turning, the driver heads to his car.
THE_CALL.srt 	THE_CALL_DVS525 	00:40:39,00 --> 00:40:44,50 	the driver puts his hands on the wheel and turns his head.
THE_CALL.srt 	THE_CALL_DVS535 	00:41:27,00 --> 00:41:33,50 	the enraged man starts off, then turns as the helpless driver crawls away.
THE_CALL.srt 	THE_CALL_DVS539 	00:41:39,00 --> 00:41:44,50 	backing away, he drops the shovel and turns.
THE_CALL.srt 	THE_CALL_DVS573 	00:43:56,00 --> 00:44:05,50 	turning her head, she pushes his face off her shoulder and moves an arm from her torso then quickly retrieves the phone.
THE_CALL.srt 	THE_CALL_DVS602 	00:46:34,00 --> 00:46:42,50 	nodding, he turns away and notices something on the ground.
THE_CALL.srt 	THE_CALL_DVS666 	00:52:00,00 --> 00:52:06,50 	she squeezes her shoulders through and sees the kidnapper with his back turned.
THE_CALL.srt 	THE_CALL_DVS673 	00:52:21,00 --> 00:52:26,50 	turning around, the murderer leans on the roof.
THE_CALL.srt 	THE_CALL_DVS834 	01:03:35,00 --> 01:03:40,50 	someone turns on a tank of nitric oxide.
THE_CALL.srt 	THE_CALL_DVS856 	01:05:08,00 --> 01:05:14,50 	the killer turns away and someone squeezes her left hand free from the wrist restraint.
THE_CALL.srt 	THE_CALL_DVS865 	01:05:43,00 --> 01:05:50,50 	she turns the lock and rests her head, then spots something across the room.
THE_CALL.srt 	THE_CALL_DVS902 	01:09:43,00 --> 01:09:47,50 	she hits a light switch, which turns on a single lamp that barely sheds light on the room.
THE_CALL.srt 	THE_CALL_DVS911 	01:10:05,00 --> 01:10:12,50 	our view lingers on the operator, then ducks back as she turns toward us.
THE_CALL.srt 	THE_CALL_DVS937 	01:12:05,00 --> 01:12:12,50 	she turns her head, then steps off the low wooden front porch and heads for her car.
THE_CALL.srt 	THE_CALL_DVS939 	01:12:18,00 --> 01:12:23,50 	she turns alertly, listening.
THE_CALL.srt 	THE_CALL_DVS947 	01:12:52,00 --> 01:12:58,50 	someone turns away from the underbrush and goes deeper into the field.
THE_CALL.srt 	THE_CALL_DVS967 	01:14:08,00 --> 01:14:13,50 	she turns her gaze back to the opening.
THE_CALL.srt 	THE_CALL_DVS977 	01:15:06,00 --> 01:15:12,50 	turning left, she spies a white door with a deadbolt.
THE_CALL.srt 	THE_CALL_DVS995 	01:16:21,00 --> 01:16:27,50 	she turns on her flashlight and peers at the wall to her right.
THE_CALL.srt 	THE_CALL_DVS1033 	01:18:46,00 --> 01:18:51,50 	turning it over, he pulls out a thin purple extension.
THE_CALL.srt 	THE_CALL_DVS1043 	01:19:08,00 --> 01:19:14,50 	she turns slightly and the agitated killer appears.
THE_CALL.srt 	THE_CALL_DVS1047 	01:19:21,00 --> 01:19:28,50 	he turns to face the hanging clothes and sets his hand on top of the open door.
THE_CALL.srt 	THE_CALL_DVS1095 	01:21:58,00 --> 01:22:09,50 	he turns to her and she bashes him again.
THE_CALL.srt 	THE_CALL_DVS1100 	01:22:43,00 --> 01:23:03,50 	someone turns to see someone behind her.
THE_CALL.srt 	THE_CALL_DVS1121 	01:24:32,00 --> 01:24:37,50 	someone slows her pace and turns around.
THE_CALL.srt 	THE_CALL_DVS1152 	01:26:31,00 --> 01:26:37,50 	he turns as someone and someone come into view.
THE_CALL.srt 	THE_CALL_DVS1164 	01:27:07,00 --> 01:27:12,50 	someone turns to someone.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS102 	00:18:41,00 --> 00:18:45,50 	it turns up a driveway,
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS118 	00:20:14,00 --> 00:20:19,50 	she turns away and flings it.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS169 	00:28:41,00 --> 00:28:46,50 	his back to someone, then turns.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS175 	00:29:25,00 --> 00:29:29,50 	someone turns away and paces restlessly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS227 	00:35:17,00 --> 00:35:24,50 	someone turns.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS260 	00:41:19,00 --> 00:41:25,50 	someone turns away from the teen and slumps forward morosely.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS286 	00:44:40,00 --> 00:44:45,50 	as he turns off a lamp on a stand, the scene cuts to black.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS318 	00:48:45,00 --> 00:48:48,50 	she turns to face to bed.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS361 	00:55:33,00 --> 00:55:40,50 	he turns his wry gaze away and awkwardly finds himself face to face with the large goateed passenger to his left.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS382 	00:58:17,00 --> 00:58:22,50 	as the group continues up the dirt road, our view turns to follow them.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS390 	00:59:50,00 --> 00:59:55,50 	hovering over the group, our view turns away from the grassy ridge, for a final glimpse of the vast cove and its pristine surroundings.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS459 	01:08:36,00 --> 01:08:43,50 	the real estate agent turns and trots up the beach toward a row of hedges.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS544 	01:19:14,00 --> 01:19:18,50 	someone's wife turns.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS577 	01:26:35,00 --> 01:26:42,50 	her father turns away and hangs his head.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS589 	01:27:29,00 --> 01:27:36,50 	someone's eyes fill with tears and she turns to her father.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS592 	01:27:44,00 --> 01:27:50,50 	her lips trembling, the girl turns back to face her.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS609 	01:29:06,00 --> 01:29:12,50 	the boy gives him a sullen look, then turns away.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS719 	01:40:18,00 --> 01:40:23,50 	he and someone turn toward someone.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS731 	01:43:06,00 --> 01:43:14,50 	he turns his back to the door and stares across the room at someone in her bed.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS78 	00:07:18,00 --> 00:07:24,50 	she sits hunched, turned slightly away.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS80 	00:07:36,00 --> 00:07:42,50 	she turns away, giving him a full view of her black spikey mohawk.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS116 	00:11:18,00 --> 00:11:23,50 	she turns abruptly as a car pulls up.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS127 	00:13:07,00 --> 00:13:13,50 	sitting in his briefs, someone turns to face her.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS142 	00:14:18,00 --> 00:14:26,50 	the snow picks up again as the car turns down a road bordered with tall skeletal trees.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS489 	00:55:55,00 --> 00:56:00,50 	then turns on his music and settles in.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS554 	01:02:03,00 --> 01:02:09,50 	turning the photo over, he finds a stamp reading, hedestads kuriren.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS559 	01:02:23,00 --> 01:02:29,50 	someone turns and eyes the windows of a building.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS597 	01:05:50,00 --> 01:05:55,50 	someone turns back to face her rapist.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS612 	01:07:44,00 --> 01:07:50,50 	crouching, she turns on an electric tattoo needle.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS621 	01:08:27,00 --> 01:08:33,50 	she turns, her gaze following something in the parade.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS683 	01:15:59,00 --> 01:16:05,50 	the pierced hacker turns the woman's back to a wall,
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS706 	01:17:58,00 --> 01:18:06,50 	her exotic lover steps out, then turns back and gives her a kiss.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS738 	01:23:15,00 --> 01:23:21,50 	someone gives her a glower then turns to someone.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS754 	01:25:05,00 --> 01:25:12,50 	he turns to someone.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS791 	01:30:55,00 --> 01:30:59,50 	he turns away.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS865 	01:36:38,00 --> 01:36:45,50 	she sees a figure racing into the house then turns as someone enters.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS880 	01:37:59,00 --> 01:38:11,50 	meanwhile, someone peers outside then locks the doors and windows and turns off the light.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS910 	01:41:33,00 --> 01:41:42,50 	now someone arrives at an industrial complex on her motorcycle and turns through a gate marked with a stately letter v.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS933 	01:43:38,00 --> 01:43:43,50 	now in a dimly lit foyer someone turns.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS991 	01:48:20,00 --> 01:48:27,50 	she turns, finding herself alone among the cold metallic book stacks.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1024 	01:50:19,00 --> 01:50:24,50 	coming to an intersection, she turns out of view.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1031 	01:50:50,00 --> 01:50:57,50 	elsewhere a range rover turns into view.
