21_JUMP_STREET.srt 	21_JUMP_STREET_DVS21 	00:02:57,00 --> 00:03:02,50 	sitting on a nearby bench, the nerd looks over.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS57 	00:11:35,00 --> 00:11:44,50 	someone sits in his car, nervously tapping his steering wheel.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS66 	00:12:48,00 --> 00:12:52,50 	someone sits up.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS115 	00:23:10,00 --> 00:23:34,50 	sitting alone on a long bench, someone thoughtfully pieces through her collective notes, which include the coaster.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS165 	00:33:59,00 --> 00:34:06,50 	at night at a gas station, someone sits handcuffed to someone's passenger door.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS220 	00:44:09,00 --> 00:44:20,50 	raising her brow, she looks around thoughtfully, then sits up and peeks over at someone.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS238 	00:46:29,00 --> 00:46:36,50 	he leads someone into a grungy bathroom where someone sits handcuffed to a pipe.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS252 	00:48:35,00 --> 00:48:40,50 	she sits up and looks around.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS273 	00:51:36,00 --> 00:51:48,50 	holding his head, he sits up.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS469 	01:25:34,00 --> 01:25:40,50 	sitting beside her, someone leans back and smiles.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS473 	01:26:10,00 --> 01:26:20,50 	seen through another doorway, an office chair sits at a desk with a giant mural of a snarling tiger behind it.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS476 	01:26:23,00 --> 01:26:31,50 	she sifts through a stack of paperwork then sits at the desk and rifles through files and drawers.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS488 	01:27:58,00 --> 01:28:03,50 	someone's thugs sit in back.
THE_CALL.srt 	THE_CALL_DVS76 	00:05:35,00 --> 00:05:42,50 	now outside, he sits on a table and she stands between his knees in an embrace.
THE_CALL.srt 	THE_CALL_DVS257 	00:21:49,00 --> 00:21:56,50 	sitting alone, the young blond sips her fountain drink and gazes across the court.
THE_CALL.srt 	THE_CALL_DVS830 	01:03:21,00 --> 01:03:27,50 	someone sits upright in a wheelchair, her left eye nearly swollen shut.
THE_CALL.srt 	THE_CALL_DVS849 	01:04:36,00 --> 01:04:41,50 	sitting beside her, she looks away as he takes a comb off the tray.
THE_CALL.srt 	THE_CALL_DVS873 	01:06:12,00 --> 01:06:18,50 	someone sits at her desk working a recorder's controls.
THE_CALL.srt 	THE_CALL_DVS996 	01:16:24,00 --> 01:16:33,50 	a small green chair sits next to an open wardrobe and a small crystal chandelier hangs over the room.
THE_CALL.srt 	THE_CALL_DVS1016 	01:17:41,00 --> 01:17:49,50 	someone takes it out of his mouth and places it on the finger of a white mannequin hand sitting on the vanity.
THE_CALL.srt 	THE_CALL_DVS1019 	01:17:50,00 --> 01:17:56,50 	behind it sits a childhood photo of someone and his sister.
THE_CALL.srt 	THE_CALL_DVS1144 	01:26:08,00 --> 01:26:13,50 	he sits up and blinks several times.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS65 	00:13:41,00 --> 00:13:46,50 	a fit, pleasant-faced man sits nearby.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS131 	00:21:35,00 --> 00:21:44,50 	without meeting his gaze, the teen takes a cola from the refrigerator, sits at the table, and slurps sullenly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS161 	00:26:35,00 --> 00:26:41,50 	someone sits up, then scoots around to face him fully.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS203 	00:33:28,00 --> 00:33:35,50 	someone pulls a chair out from a nearby table and sits facing his friends.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS284 	00:44:33,00 --> 00:44:39,50 	sitting in a day bed with a bottle of jameson irish whisky at his side, someone takes a steadying breath and ends the call.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS320 	00:49:17,00 --> 00:49:25,50 	later, someone sits next to someone, while someone reads in a chair facing the foot of the bed.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS352 	00:54:02,00 --> 00:54:11,50 	sitting back on his ankles, the weary husband rests his hands on his thighs and gazes off pensively.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS353 	00:54:11,00 --> 00:54:17,50 	now, he sits in his office over a load of paperwork.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS366 	00:56:53,00 --> 00:57:00,50 	someone and his cousin sit up front.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS422 	01:04:26,00 --> 01:04:32,50 	he plops down on his unmade bed and sits alone in the dark.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS478 	01:09:54,00 --> 01:09:58,50 	now, sitting on a blanket on the beach, someone leans back on his hands.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS490 	01:10:46,00 --> 01:10:51,50 	someone rolls over and sits up.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS576 	01:25:50,00 --> 01:25:58,50 	sitting behind him, someone scoots forward in her seat and claps a hand on his shoulder.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS632 	01:31:55,00 --> 01:31:59,50 	with a frown, he sits up.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS674 	01:34:26,00 --> 01:34:33,50 	now, someone stares off with doleful eyes as he sits at a table.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS704 	01:38:38,00 --> 01:38:46,50 	someone sits lazily in a chair with one leg crooked upward as he somberly does homework.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS778 	01:46:20,00 --> 01:46:25,50 	now, sitting aboard an outrigger canoe, someone nods and accepts a container.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS786 	01:46:47,00 --> 01:46:51,50 	sitting in the middle of the boat,
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS812 	01:48:35,00 --> 01:48:41,50 	someone sits on the couch and rests his feet on an ottoman.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS78 	00:07:18,00 --> 00:07:24,50 	she sits hunched, turned slightly away.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS88 	00:09:12,00 --> 00:09:17,50 	someone sits facing a laptop.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS127 	00:13:07,00 --> 00:13:13,50 	sitting in his briefs, someone turns to face her.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS131 	00:13:30,00 --> 00:13:39,50 	in a passenger car set with small tables, someone sits opposite two strangers.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS153 	00:15:12,00 --> 00:15:17,50 	the journalist sits facing his host.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS169 	00:20:05,00 --> 00:20:12,50 	young someone sits the bloody driver back.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS197 	00:24:48,00 --> 00:24:55,50 	now, at a coffee shop someone sits alone at a counter with a book decorated with a bow.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS235 	00:27:49,00 --> 00:27:56,50 	at a hospital someone sits on a hallway floor with her knees to her chest.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS241 	00:28:31,00 --> 00:28:37,50 	the cat sits up, someone stirs, wrapped in a few blankets.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS242 	00:28:35,00 --> 00:28:41,50 	he sits up and looks at his watch on a nightstand.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS262 	00:31:43,00 --> 00:31:49,50 	later, sitting at a table someone studies a file.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS273 	00:32:10,00 --> 00:32:16,50 	someone meets with the family members who gather in a sitting room.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS283 	00:32:41,00 --> 00:32:50,50 	sitting with the family the officer jots notes.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS333 	00:41:02,00 --> 00:41:10,50 	sitting diagonally beside her former guardian, someone wipes drool from his mouth with her sleeve.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS358 	00:44:10,00 --> 00:44:16,50 	now, ssomeone's laptop sits on a tech support counter.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS365 	00:44:46,00 --> 00:44:52,50 	sitting across from her new guardian, she gives an affronted look.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS368 	00:45:19,00 --> 00:45:27,50 	as he sits on the edge facing her, someone anxiously shifts in her seat and avoids looking at him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS370 	00:45:36,00 --> 00:45:41,50 	he reaches toward her backpack, which sits in her lap.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS406 	00:47:43,00 --> 00:47:49,50 	she sits cross-legged by a space heater on her apartment floor.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS478 	00:54:58,00 --> 00:55:06,50 	our gaze drifts to her bag sitting on the chair.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS577 	01:04:03,00 --> 01:04:10,50 	the journalist sits at his laptop and scrolls through uploaded parade images.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS589 	01:05:02,00 --> 01:05:10,50 	sitting partially hidden in a chair on the other side of a bureau, someone huddles up and lights a cigarette.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS644 	01:09:59,00 --> 01:10:03,50 	he sits back and wipes his hands.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS656 	01:11:31,00 --> 01:11:38,50 	he thumbs the corner of the page then sits on the couch, puts his feet up
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS675 	01:15:31,00 --> 01:15:39,50 	now at a nightclub, someone sits alone sipping a drink as she watches a crowded dance floor.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS759 	01:27:20,00 --> 01:27:25,50 	now, they sit outside smoking.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS793 	01:31:05,00 --> 01:31:11,50 	at a retirement home someone sits with an elderly man.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS804 	01:32:26,00 --> 01:32:33,50 	she sits beside him on the couch as he puts on his glasses and opens the album.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS867 	01:36:49,00 --> 01:36:54,50 	later, he sits shirtless in a tub with his legs hanging over its side as water showers onto his head.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS894 	01:39:29,00 --> 01:39:37,50 	he sits up with her straddling his lap and gently flips her, lowering himself on top.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS903 	01:40:01,00 --> 01:40:10,50 	sitting on the counter by the kitchen sink, her hair mussed, someone watches someone emerge from the bedroom.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1039 	01:51:25,00 --> 01:51:30,50 	a security guard sits in a windowed booth beside them.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1094 	01:54:48,00 --> 01:54:55,50 	sitting by her laptop someone flips through magazine-like company newsletters.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1145 	01:59:42,00 --> 01:59:48,50 	someone sits on a sofa.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1249 	02:11:52,00 --> 02:11:58,50 	across the aisle, someone sits beside someone who wakes from a nap.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1258 	02:12:22,00 --> 02:12:29,50 	someone sits beside him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1337 	02:23:22,00 --> 02:23:27,50 	sitting with someone, someone wears a gloomy look.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1357 	02:25:35,00 --> 02:25:42,50 	entering a sitting room with a cigarette between her lips she sits down at her laptop.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1357 	02:25:35,00 --> 02:25:42,50 	entering a sitting room with a cigarette between her lips she sits down at her laptop.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1361 	02:26:15,00 --> 02:26:20,50 	someone sits across from him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1365 	02:26:56,00 --> 02:27:03,50 	sitting on her bed someone listens to the report as she counts stacks of bonds.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS1402 	02:30:04,00 --> 02:30:16,50 	now, in his apartment, someone sits across a chessboard from someone.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS49 	00:10:46,00 --> 00:10:52,50 	someone sits at a table sipping a drink.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS54 	00:11:12,00 --> 00:11:22,50 	someone sighs as he sits at the bar, watching his mother turn down one man after another, until they stop approaching her altogether.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS57 	00:15:54,00 --> 00:15:59,50 	someone sits motionless at the table.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS105 	00:37:03,00 --> 00:37:11,50 	someone sits with his head down, ignoring the pole dancers in the dimly lit strip club.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS121 	00:43:08,00 --> 00:43:15,50 	someone sits at one of them, going over his notes, and muttering quietly to himself.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS126 	00:46:55,00 --> 00:47:01,50 	someone looks sternly at her son, her glasses sitting low on her nose.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS141 	00:48:46,00 --> 00:48:52,50 	someone, lost for words, sits down at the foot of her bed.
THE_GUILT_TRIP.srt 	THE_GUILT_TRIP_DVS145 	00:50:26,00 --> 00:50:33,50 	later, he sits on the hotel bed, blankly watching the weather forecast.
THE_SITTER.srt 	THE_SITTER_DVS41 	00:24:16,00 --> 00:24:20,50 	they sit on white couches.
THE_SITTER.srt 	THE_SITTER_DVS85 	00:46:17,00 --> 00:46:23,50 	someone sits on a low wall.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS28 	00:08:11,00 --> 00:08:17,50 	8:13 pm, someone sits at his desk.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS51 	00:14:28,00 --> 00:14:34,50 	while her friend sits at a desk.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS96 	00:31:07,00 --> 00:31:35,50 	someone sits down his things, scoots away from his desk and stands.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS122 	00:38:28,00 --> 00:38:33,50 	a woman sitting beside someone uses her laptop.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS155 	00:54:34,00 --> 00:54:39,50 	after lunch into the deposition room, where someone sits alone.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS183 	01:11:26,00 --> 01:11:31,50 	someone wakes and sits up.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS244 	01:34:38,00 --> 01:34:42,50 	at the side, someone sits up fearfully.
THE_SOCIAL_NETWORK.srt 	THE_SOCIAL_NETWORK_DVS257 	01:39:28,00 --> 01:39:33,50 	someone sits with his back to someone and the rest of the table.
THE_VOW.srt 	THE_VOW_DVS170 	00:17:40,00 --> 00:17:45,50 	waking, he hurriedly sits up and rubs his face.
THE_VOW.srt 	THE_VOW_DVS244 	00:30:51,00 --> 00:30:55,50 	he sits up and throws off the blanket.
THE_VOW.srt 	THE_VOW_DVS252 	00:31:33,00 --> 00:31:38,50 	sitting at the island, someone beams at her.
THE_VOW.srt 	THE_VOW_DVS258 	00:32:25,00 --> 00:32:30,50 	someone sits at a place setting.
THE_VOW.srt 	THE_VOW_DVS317 	00:41:40,00 --> 00:41:46,50 	already seated, someone stands awkwardly, then sits again.
THE_VOW.srt 	THE_VOW_DVS340 	00:45:48,00 --> 00:45:52,50 	now they sit outside.
THE_VOW.srt 	THE_VOW_DVS348 	00:47:12,00 --> 00:47:17,50 	sitting behind it, he shoots her a quizzical look.
THE_VOW.srt 	THE_VOW_DVS373 	00:52:28,00 --> 00:52:32,50 	she sits in front of him.
THE_VOW.srt 	THE_VOW_DVS524 	01:13:38,00 --> 01:13:44,50 	sitting, he flips through the envelopes.
THE_VOW.srt 	THE_VOW_DVS647 	01:29:55,00 --> 01:30:00,50 	she sits back down on the stoop.
THE_VOW.srt 	THE_VOW_DVS656 	01:30:58,00 --> 01:31:03,50 	someone sits in a lecture classroom with her notebook open.
THE_VOW.srt 	THE_VOW_DVS665 	01:32:50,00 --> 01:32:58,50 	now someone sits on a bench on the law schools quad and stares into the distance.
THE_WATCH.srt 	THE_WATCH_DVS96 	00:12:29,00 --> 00:12:34,50 	while the young man sits on a couch playing with a butterfly knife.
THE_WATCH.srt 	THE_WATCH_DVS116 	00:18:23,00 --> 00:18:28,50 	someone sits in a massage chair.
THE_WATCH.srt 	THE_WATCH_DVS134 	00:24:20,00 --> 00:24:26,50 	they sit in someone's car outside costco.
THE_WATCH.srt 	THE_WATCH_DVS331 	00:57:04,00 --> 00:57:11,50 	now, at costco, the four guys sit around a fake fire in a camping display.
THE_WATCH.srt 	THE_WATCH_DVS487 	01:27:12,00 --> 01:27:19,50 	someone, the silver orb, sits atop the tower under a ring of amber lights.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS73 	00:18:51,00 --> 00:18:56,50 	at the table, she sits with someone.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS128 	00:36:17,00 --> 00:36:22,50 	sitting beside her, he gives her a rose.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS184 	00:45:14,00 --> 00:45:19,50 	finding the spot beside her vacant, she sits up.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS266 	01:12:07,00 --> 01:12:12,50 	someone sits beside someone on a modern sofa.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS297 	01:17:43,00 --> 01:17:49,50 	now someone sits alone in his parked car.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS298 	01:17:58,00 --> 01:18:05,50 	sitting on the closed toilet, someone consults someone harvey's book.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS331 	01:22:47,00 --> 01:22:51,50 	he sits beside her.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS371 	01:29:02,00 --> 01:29:08,50 	sitting up, she scoots to the edge of the bed.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS377 	01:29:32,00 --> 01:29:37,50 	later, she sits on the steps with the book.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS399 	01:34:28,00 --> 01:34:36,50 	he sees his posters and action figures sitting on the couch and coffee table along with a copy of someone harvey's book.
THINK_LIKE_A_MAN.srt 	THINK_LIKE_A_MAN_DVS482 	01:48:14,00 --> 01:48:21,50 	now at her family reunion, someone sits at a picnic table with three women.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS46 	00:06:24,00 --> 00:06:34,50 	later a desks facing each other, someone watches his gun spin as he reclines with his feet up while someone sits face down at his desk.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS56 	00:07:55,00 --> 00:08:01,50 	one of the chef hands her a warm towel as she sits.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS86 	00:14:18,00 --> 00:14:25,50 	turning on a flat screen tv, he sits on a couch with a bowl of cereal.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS104 	00:17:29,00 --> 00:17:36,50 	now at bustling pub - the blarney stone, someone finds someone sitting at a table outside.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS106 	00:17:52,00 --> 00:17:56,50 	they sit across from each other.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS160 	00:30:59,00 --> 00:31:04,50 	now at work, someone sits alone at his desk.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS194 	00:36:47,00 --> 00:36:55,50 	he marches into the work area he shares with someone and finds him sitting casually at his desk.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS197 	00:37:43,00 --> 00:37:47,50 	someone sits at his own desk.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS319 	00:58:30,00 --> 00:58:36,50 	he quickly lights a candle then almost sits down on his new pet.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS329 	01:00:27,00 --> 01:00:32,50 	sitting handcuffed in a chair, someone chuckles.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS377 	01:09:50,00 --> 01:09:59,50 	at the smart consumer offices, someone sits before a toy fire truck.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS463 	01:21:56,00 --> 01:22:02,50 	someone sits safely in the buoyant bobbing bug.
THIS_MEANS_WAR.srt 	THIS_MEANS_WAR_DVS495 	01:26:01,00 --> 01:26:10,50 	wrapped in a blanket, someone goes to someone who sits at the rear of an ambulance.
THOR.srt 	THOR_DVS66 	00:07:57,00 --> 00:08:05,50 	a blonde woman bedecked with jewels scowls then smiles at the now white-bearded king who sits upon a high golden throne.
THOR.srt 	THOR_DVS75 	00:09:43,00 --> 00:09:49,50 	various artifacts sit in recesses along the hall.
THOR.srt 	THOR_DVS92 	00:12:43,00 --> 00:12:51,50 	elsewhere, someone flips a long banquet table then sits on steps of shiny black stone.
THOR.srt 	THOR_DVS101 	00:15:04,00 --> 00:15:11,50 	the road extends over the sea to a domed metal building sitting on an island.
THOR.srt 	THOR_DVS137 	00:19:41,00 --> 00:19:50,50 	high above them, red-eyed someone, the king of the giant someones, sits upon a thrown of black stone.
THOR.srt 	THOR_DVS199 	00:25:59,00 --> 00:26:07,50 	sitting atop a black war horse,
THOR.srt 	THOR_DVS242 	00:32:35,00 --> 00:32:41,50 	just over a hill, a large impact crater sits in a wide valley.
THOR.srt 	THOR_DVS245 	00:32:57,00 --> 00:33:07,50 	a burly man wearing a ball cap and brown jacket steps out and jogs down to the craters center, where someone sits embedded in a chunk of rock.
THOR.srt 	THOR_DVS260 	00:35:33,00 --> 00:35:40,50 	back at the crater, a man carrying a six-pack of beer trudges near two women sitting on a picnic blanket.
THOR.srt 	THOR_DVS285 	00:39:10,00 --> 00:39:15,50 	which still sits atop the stone pedestal.
THOR.srt 	THOR_DVS320 	00:46:49,00 --> 00:46:55,50 	later, someone, someone and someone sit on the roof of their ransacked lab.
THOR.srt 	THOR_DVS324 	00:47:56,00 --> 00:48:03,50 	wearing a helmet with long horns that rise in a v, someone sits upon the throne.
THOR.srt 	THOR_DVS345 	00:52:07,00 --> 00:52:16,50 	in asgard, someone and his mother someone sit on either side of someone, who lies in a bed beneath a translucent golden barrier.
THOR.srt 	THOR_DVS432 	01:08:58,00 --> 01:09:06,50 	later, amid the crumbled ruins, someone steps past frost giants as he approaches king someone, who sits on his throne.
THOR.srt 	THOR_DVS450 	01:12:44,00 --> 01:12:51,50 	on the roof of the lab, someone and someone sit beside a fire burning in a portable grill.
THOR.srt 	THOR_DVS471 	01:17:32,00 --> 01:17:40,50 	at a table, someone sits beside someone, who drops a digestive tablet into a glass of water.
THOR.srt 	THOR_DVS515 	01:23:11,00 --> 01:23:19,50 	sitting atop it's back, someone grins then frowns as the destroyer's hollow head glows once again.
THOR.srt 	THOR_DVS535 	01:25:54,00 --> 01:25:59,50 	sitting on his throne, someone strokes his chin.
THOR.srt 	THOR_DVS686 	01:42:32,00 --> 01:42:39,50 	sitting at the table, someone smiles then stiffens as someone passes through the crowd behind her.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS23 	00:02:49,00 --> 00:02:58,50 	someone enters the penalty box, where he sits on a waiting recliner, puts his feet up, and rests his hands behind his head.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS81 	00:10:08,00 --> 00:10:13,50 	now, his corvette sits outside an apartment complex, where a second story light goes out.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS92 	00:10:51,00 --> 00:10:56,50 	someone sits up on the edge of his bed, flips on a lamp, and reads the summons.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS392 	00:42:56,00 --> 00:43:01,50 	he scowls at someone, who sits by him drinking.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS674 	01:15:25,00 --> 01:15:33,50 	as he sits back, he sees two opposing players skate past with smug stares.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS704 	01:17:57,00 --> 01:18:05,50 	with a warm smirk, someone sits back on the bench.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS748 	01:22:01,00 --> 01:22:04,50 	she sits up.
TOOTH_FAIRY.srt 	TOOTH_FAIRY_DVS857 	01:31:08,00 --> 01:31:13,50 	moving down the aisle, he sits beside someone.
TRUE_GRIT.srt 	TRUE_GRIT_DVS53 	00:08:39,00 --> 00:08:47,50 	someone walks into an office where elderly white-haired someone sits at a desk writing.
