21_JUMP_STREET.srt 	21_JUMP_STREET_DVS23 	00:03:03,00 --> 00:03:09,50 	with tearful eyes he notices the awkward teen watching him.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS929 	01:25:44,00 --> 01:25:50,50 	someone's betrayed eyes narrow as she watches him leave.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1010 	01:31:19,00 --> 01:31:24,50 	someone watches her go, then lowers his gaze.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1054 	01:35:07,00 --> 01:35:12,50 	the captain watches the cargo ship.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1057 	01:35:28,00 --> 01:35:35,50 	the admiral and his men watch the unique aircraft pass by.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1117 	01:40:36,00 --> 01:40:42,50 	the admiral peers through his binoculars, watching the hovering jet.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1132 	01:41:29,00 --> 01:41:35,50 	through his binoculars, the admiral watches the vessel rise.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1135 	01:41:39,00 --> 01:41:46,50 	the submarine floats past the russian ship, where several sailors watch from the deck.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1270 	01:54:36,00 --> 01:54:41,50 	the mutants watch from the shore.
XMEN_FIRST_CLASS.srt 	XMEN_FIRST_CLASS_DVS1289 	01:56:13,00 --> 01:56:23,50 	the american and russian commanders each watch them returning.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS140 	00:24:15,00 --> 00:24:20,50 	the dog stands on the unmade bed and watches someone.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS169 	00:32:14,00 --> 00:32:20,50 	back in her hotel room, someone watches a young woman sing on television.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS250 	00:48:03,00 --> 00:48:10,50 	someone gazes at someone who smiles and nods his head as he watches the band.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS251 	00:48:16,00 --> 00:48:22,50 	someone gazes downward, glances at someone, then watches the band.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS253 	00:48:26,00 --> 00:48:31,50 	someone watches her from the kitchen doorway.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS266 	00:50:55,00 --> 00:51:00,50 	the band members watch someone and someone walk away.
YOUNG_ADULT.srt 	YOUNG_ADULT_DVS371 	01:11:09,00 --> 01:11:13,50 	someone watches him go.
ZOMBIELAND.srt 	ZOMBIELAND_DVS251 	00:26:38,00 --> 00:26:45,50 	later, someone and someone watch the sisters drive off in the escalade.
ZOMBIELAND.srt 	ZOMBIELAND_DVS503 	00:58:55,00 --> 00:59:03,50 	now gripping a bottle of wine, someone watches someone on the sly as he straightens some wall art
ZOMBIELAND.srt 	ZOMBIELAND_DVS582 	01:07:32,00 --> 01:07:39,50 	the girls watch the runaway hummer plow through a prize booth and nosedive into a lake.
ZOOKEEPER.srt 	ZOOKEEPER_DVS62 	00:12:35,00 --> 00:12:41,50 	someone, the monkey watches them chat.
ZOOKEEPER.srt 	ZOOKEEPER_DVS92 	00:19:58,00 --> 00:20:07,50 	someone gnaws on a carrot as he watches someone and someone walk away.
ZOOKEEPER.srt 	ZOOKEEPER_DVS100 	00:21:02,00 --> 00:21:11,50 	someone peeks over the rock ledge and watches someone struggle to his feet.
ZOOKEEPER.srt 	ZOOKEEPER_DVS107 	00:22:14,00 --> 00:22:41,50 	he watches someone lounge on some rocks.
ZOOKEEPER.srt 	ZOOKEEPER_DVS139 	00:31:04,00 --> 00:31:11,50 	someone notices the students watching him.
ZOOKEEPER.srt 	ZOOKEEPER_DVS212 	00:47:37,00 --> 00:47:43,50 	his head out his window and watches the city whizz past.
ZOOKEEPER.srt 	ZOOKEEPER_DVS259 	00:56:36,00 --> 00:56:41,50 	watches them move to the bar.
ZOOKEEPER.srt 	ZOOKEEPER_DVS281 	01:01:00,00 --> 01:01:06,50 	the other woman at someone's table turns to watch as well.
ZOOKEEPER.srt 	ZOOKEEPER_DVS319 	01:11:55,00 --> 01:12:00,50 	someone watches anxiously.
ZOOKEEPER.srt 	ZOOKEEPER_DVS341 	01:16:24,00 --> 01:16:34,50 	as someone watches expectantly, he lifts his eyes to hers and nods.
ZOOKEEPER.srt 	ZOOKEEPER_DVS369 	01:22:43,00 --> 01:22:49,50 	he watches as it slides open and.
