21_JUMP_STREET.srt 	21_JUMP_STREET_DVS21 	00:02:57,00 --> 00:03:02,50 	sitting on a nearby bench, the nerd looks over.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS214 	00:41:05,00 --> 00:41:15,50 	the cook looks over his shoulder at the customer window.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS322 	01:06:22,00 --> 01:06:31,50 	someone angrily looks away, his jaw clenching in a defiant expression.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS393 	01:22:23,00 --> 01:22:34,50 	looking around, he notices the someone sitting on a small pedestal in front of the hearth.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS394 	01:22:37,00 --> 01:22:46,50 	he abruptly grabs the someone and looks around warily.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS404 	01:24:30,00 --> 01:24:36,50 	someone arrives and looks around.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS468 	01:39:04,00 --> 01:39:15,50 	she soberly looks up at the apprentice, her raven-black hair whipping in the wind.
SORCERERS_APPRENTICE.srt 	SORCERERS_APPRENTICE_DVS476 	01:40:30,00 --> 01:40:44,50 	someone looks on in anguish as someone shakes his head.
SOUL_SURFER.srt 	SOUL_SURFER_DVS30 	00:10:10,00 --> 00:10:15,50 	someone's father looks at his wife who nods.
SOUL_SURFER.srt 	SOUL_SURFER_DVS88 	00:28:41,00 --> 00:28:47,50 	surrounded by light, someone looks at right.
SOUL_SURFER.srt 	SOUL_SURFER_DVS103 	00:36:22,00 --> 00:36:27,50 	someone looks at her mother and they share a smile.
SOUL_SURFER.srt 	SOUL_SURFER_DVS111 	00:38:18,00 --> 00:38:25,50 	inside, someone and her brothers look out a window.
SOUL_SURFER.srt 	SOUL_SURFER_DVS118 	00:39:24,00 --> 00:39:33,50 	leaning against the sink, her father looks on soberly as she struggles with the bag's twist tie.
SOUL_SURFER.srt 	SOUL_SURFER_DVS169 	00:50:15,00 --> 00:50:19,50 	now, someone looks back at someone.
SOUL_SURFER.srt 	SOUL_SURFER_DVS184 	00:55:58,00 --> 00:56:03,50 	gaze fixed on the modified doll as her mother looks down at her.
SOUL_SURFER.srt 	SOUL_SURFER_DVS205 	01:06:56,00 --> 01:07:00,50 	she looks at his father through the open window.
SOUL_SURFER.srt 	SOUL_SURFER_DVS318 	01:34:56,00 --> 01:35:03,50 	someone looks on with a furrowed brow.
SPARKLE_2012.srt 	SPARKLE_2012_DVS53 	00:09:18,00 --> 00:09:27,50 	the guys look toward the choir.
SPARKLE_2012.srt 	SPARKLE_2012_DVS58 	00:10:35,00 --> 00:10:44,50 	someone looks at someone and someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS95 	00:15:35,00 --> 00:15:40,50 	she smiles and looks away.
SPARKLE_2012.srt 	SPARKLE_2012_DVS100 	00:16:56,00 --> 00:17:02,50 	she looks over at someone, who brushes her hair at a vanity table.
SPARKLE_2012.srt 	SPARKLE_2012_DVS101 	00:17:06,00 --> 00:17:11,50 	someone looks to the side, and her face sours.
SPARKLE_2012.srt 	SPARKLE_2012_DVS108 	00:17:48,00 --> 00:17:52,50 	someone looks around nervous.
SPARKLE_2012.srt 	SPARKLE_2012_DVS115 	00:18:45,00 --> 00:18:56,50 	she looks around and sees a silhouetted couple kissing.
SPARKLE_2012.srt 	SPARKLE_2012_DVS120 	00:19:22,00 --> 00:19:28,50 	she rests her cheek on his shoulder, looking to the side.
SPARKLE_2012.srt 	SPARKLE_2012_DVS126 	00:20:17,00 --> 00:20:21,50 	she pouts and looks down.
SPARKLE_2012.srt 	SPARKLE_2012_DVS128 	00:21:12,00 --> 00:21:18,50 	someone looks around nervously, then smiles at someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS138 	00:23:40,00 --> 00:23:45,50 	he follows someone out, then looks back.
SPARKLE_2012.srt 	SPARKLE_2012_DVS148 	00:25:29,00 --> 00:25:34,50 	she takes a drag on her cigarette and looks down at the table.
SPARKLE_2012.srt 	SPARKLE_2012_DVS165 	00:27:56,00 --> 00:28:02,50 	as someone opens the door for her, someone looks back at someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS168 	00:28:07,00 --> 00:28:12,50 	someone looks at old snapshots with someone's friend sara.
SPARKLE_2012.srt 	SPARKLE_2012_DVS209 	00:33:26,00 --> 00:33:30,50 	someone looks down.
SPARKLE_2012.srt 	SPARKLE_2012_DVS265 	00:41:23,00 --> 00:41:27,50 	someone looks away.
SPARKLE_2012.srt 	SPARKLE_2012_DVS273 	00:42:17,00 --> 00:42:24,50 	on his way out, someone glances at someone, who looks down.
SPARKLE_2012.srt 	SPARKLE_2012_DVS288 	00:47:19,00 --> 00:47:23,50 	reverend bryce looks at someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS340 	00:55:27,00 --> 00:55:34,50 	as someone glares at them, someone cowers, but someone looks him in the eye.
SPARKLE_2012.srt 	SPARKLE_2012_DVS370 	01:03:04,00 --> 01:03:09,50 	sister stays seated and looks toward them.
SPARKLE_2012.srt 	SPARKLE_2012_DVS374 	01:03:29,00 --> 01:03:33,50 	sister looks away.
SPARKLE_2012.srt 	SPARKLE_2012_DVS395 	01:07:26,00 --> 01:07:32,50 	someone looks at someone, then marches up the stairs.
SPARKLE_2012.srt 	SPARKLE_2012_DVS415 	01:09:26,00 --> 01:09:31,50 	someone cranes his neck to look at him.
SPARKLE_2012.srt 	SPARKLE_2012_DVS418 	01:10:02,00 --> 01:10:09,50 	someone looks from someone to someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS444 	01:12:50,00 --> 01:12:59,50 	in a utility closet, sister smooth's down her dress and looks at her battered reflection in a metal paper towel dispenser.
SPARKLE_2012.srt 	SPARKLE_2012_DVS447 	01:13:11,00 --> 01:13:16,50 	she looks at needle marks in sister's arm.
SPARKLE_2012.srt 	SPARKLE_2012_DVS451 	01:14:21,00 --> 01:14:26,50 	someone looks up to find someone gone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS462 	01:16:17,00 --> 01:16:22,50 	she looks down and shakes her head.
SPARKLE_2012.srt 	SPARKLE_2012_DVS487 	01:18:48,00 --> 01:18:55,50 	sister looks from someone to someone.
SPARKLE_2012.srt 	SPARKLE_2012_DVS506 	01:21:30,00 --> 01:21:36,50 	someone comes and lies beside her sister, looking into her face.
SPARKLE_2012.srt 	SPARKLE_2012_DVS525 	01:26:56,00 --> 01:27:00,50 	someone looks back at the house.
SPARKLE_2012.srt 	SPARKLE_2012_DVS527 	01:27:01,00 --> 01:27:08,50 	now in prison, someone looks at sister through a pane of glass.
SPARKLE_2012.srt 	SPARKLE_2012_DVS529 	01:27:29,00 --> 01:27:33,50 	someone blinks and looks down.
SPARKLE_2012.srt 	SPARKLE_2012_DVS539 	01:29:08,00 --> 01:29:15,50 	someone looks over an empty apartment, as a white man stands at the open door.
SPARKLE_2012.srt 	SPARKLE_2012_DVS540 	01:29:15,00 --> 01:29:20,50 	she crosses to a window and looks outside.
SPARKLE_2012.srt 	SPARKLE_2012_DVS578 	01:34:49,00 --> 01:34:54,50 	someone shifts her gaze, then looks to her mother.
SPARKLE_2012.srt 	SPARKLE_2012_DVS636 	01:43:33,00 --> 01:43:38,50 	turning, she looks to someone in the wings.
SUPER_8.srt 	SUPER_8_DVS54 	00:07:43,00 --> 00:07:48,50 	someone blinks then looks down.
SUPER_8.srt 	SUPER_8_DVS58 	00:08:51,00 --> 00:08:56,50 	someone stares at his father who looks away.
SUPER_8.srt 	SUPER_8_DVS120 	00:18:47,00 --> 00:18:54,50 	someone looks up as a train car lying on its side a few yards away shudders and rocks.
SUPER_8.srt 	SUPER_8_DVS124 	00:19:15,00 --> 00:19:20,50 	he looks around himself then heads back.
SUPER_8.srt 	SUPER_8_DVS164 	00:26:05,00 --> 00:26:09,50 	someone looks down and shakes her head
SUPER_8.srt 	SUPER_8_DVS202 	00:35:22,00 --> 00:35:28,50 	someone looks down as the gray-haired sheriff walks off.
SUPER_8.srt 	SUPER_8_DVS236 	00:40:12,00 --> 00:40:16,50 	someone looks away as she pretends to bite his neck.
SUPER_8.srt 	SUPER_8_DVS335 	00:59:59,00 --> 01:00:05,50 	she looks up at the camera and smiles then turns away.
SUPER_8.srt 	SUPER_8_DVS361 	01:03:57,00 --> 01:04:02,50 	someone stops and looks back at the smoking wreck.
SUPER_8.srt 	SUPER_8_DVS370 	01:04:39,00 --> 01:04:43,50 	he looks around himself.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS80 	00:11:37,00 --> 00:11:43,50 	someone spins and looks at the book stack, but no one is there.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS190 	00:28:06,00 --> 00:28:12,50 	someone looks out of the side of the massive ship, then up at another porthole above him.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS278 	00:40:22,00 --> 00:40:29,50 	someone looks down from an upper deck.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS336 	00:52:10,00 --> 00:52:17,50 	his eyes widen as he looks down beside a seat.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS351 	00:53:43,00 --> 00:53:50,50 	he opens the plane's side door, looks down and shuts the door again.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS547 	01:16:15,00 --> 01:16:20,50 	someone looks around himself as he claps.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS554 	01:17:29,00 --> 01:17:33,50 	people turn and look at him.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS566 	01:18:45,00 --> 01:18:52,50 	then turns his head sharply and looks at the glass case holding the unicorn model.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS593 	01:20:56,00 --> 01:21:03,50 	someone and someone look behind themselves, as someone appears in their rearview mirror.
THE_ADVENTURES_OF_TINTIN.srt 	THE_ADVENTURES_OF_TINTIN_DVS651 	01:28:07,00 --> 01:28:11,50 	someone looks down.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS65 	00:14:42,00 --> 00:14:47,50 	he looks up.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS92 	00:21:21,00 --> 00:21:34,50 	he looks around.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS93 	00:21:33,00 --> 00:21:46,50 	he spots a scruffy looking guy standing across the street then heads in his direction.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS102 	00:24:29,00 --> 00:24:46,50 	riding in the back seat, someone looks at someone who sits beside him.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS111 	00:25:24,00 --> 00:25:30,50 	inside his studio they look over various paintings.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS114 	00:26:02,00 --> 00:26:08,50 	later, someone looks over someone's sketchbook.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS116 	00:26:48,00 --> 00:26:53,50 	someone looks at her.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS119 	00:27:44,00 --> 00:27:56,50 	she and someone each look out their windows.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS151 	00:32:39,00 --> 00:32:46,50 	as he dances close to her she looks at someone.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS195 	00:37:30,00 --> 00:37:46,50 	she presses her lips together to stifle a smile, then shifts her gaze to someone who blinks awake and looks up at her.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS242 	00:46:49,00 --> 00:46:54,50 	he looks down thoughtfully.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS251 	00:48:02,00 --> 00:48:08,50 	she opens it and looks in.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS281 	00:54:23,00 --> 00:54:30,50 	with glistening eyes, someone looks up at someone who avoids his gaze.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS351 	01:10:14,00 --> 01:10:21,50 	he bravely looks her in the eye.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS354 	01:10:49,00 --> 01:10:54,50 	someone looks down and bites her lips.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS366 	01:11:55,00 --> 01:12:03,50 	back in charlotte's empty apartment someone pulls away abruptly and looks up at someone.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS380 	01:13:26,00 --> 01:13:42,50 	working facing the wall, the administrator turns and looks up at someone.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS383 	01:13:58,00 --> 01:14:07,50 	the teen girl hesitates and looks around.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS386 	01:14:14,00 --> 01:14:31,50 	someone puts an arm around his shoulder and looks at the painting with an appreciative scowl.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS396 	01:16:13,00 --> 01:16:40,50 	the principal leans over the podium looking straight at him.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS412 	01:18:48,00 --> 01:18:55,50 	she looks up at him with a teasing smirk.
THE_ART_OF_GETTING_BY.srt 	THE_ART_OF_GETTING_BY_DVS415 	01:19:06,00 --> 01:19:15,50 	she faces someone intently then looks back at the painting.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS121 	00:24:23,00 --> 00:24:31,50 	someone looks away, shifting her wary gaze then frowns at him again.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS188 	00:38:48,00 --> 00:38:52,50 	someone looks on.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS220 	00:44:09,00 --> 00:44:20,50 	raising her brow, she looks around thoughtfully, then sits up and peeks over at someone.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS250 	00:48:23,00 --> 00:48:27,50 	in the bathroom, someone looks up.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS252 	00:48:35,00 --> 00:48:40,50 	she sits up and looks around.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS269 	00:50:59,00 --> 00:51:04,50 	someone looks in her bag.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS271 	00:51:19,00 --> 00:51:25,50 	someone looks off and gives a half-wince, half-smile.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS287 	00:53:33,00 --> 00:53:39,50 	her lips tighten and she shakes her head, looking skyward.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS296 	00:54:19,00 --> 00:54:26,50 	someone looks over his shoulder and spots a billboard in a field.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS357 	01:06:17,00 --> 01:06:23,50 	someone swaps looks with someone then releases the caddy.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS381 	01:12:20,00 --> 01:12:25,50 	looking away, she shrugs again.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS391 	01:14:53,00 --> 01:15:00,50 	someone looks away then faces him defenselessly.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS432 	01:21:24,00 --> 01:21:31,50 	he glances over and she looks away.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS479 	01:26:43,00 --> 01:26:50,50 	someone looks around then sets the photo back on a trophy shelf.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS483 	01:27:23,00 --> 01:27:38,50 	looking inside, he finds it empty.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS544 	01:38:25,00 --> 01:38:30,50 	someone swaps looks with someone.
THE_BOUNTY_HUNTER.srt 	THE_BOUNTY_HUNTER_DVS545 	01:38:36,00 --> 01:38:43,50 	back in the elevator, someone looks to someone.
THE_CALL.srt 	THE_CALL_DVS70 	00:04:01,00 --> 00:04:08,50 	looking at her computer, she exhales deeply and sets her arms down.
THE_CALL.srt 	THE_CALL_DVS127 	00:10:02,00 --> 00:10:07,50 	he looks up toward the second floor.
THE_CALL.srt 	THE_CALL_DVS145 	00:11:44,00 --> 00:11:50,50 	blurry-eyed, she puts a hand on her temple and looks away from him.
THE_CALL.srt 	THE_CALL_DVS166 	00:13:38,00 --> 00:13:44,50 	the young operator walks by someone, who looks up from his desk.
THE_CALL.srt 	THE_CALL_DVS168 	00:13:46,00 --> 00:13:54,50 	her chest heaves as she looks over the cluster of monitors, keyboard, and audio controls before her.
THE_CALL.srt 	THE_CALL_DVS178 	00:14:26,00 --> 00:14:30,50 	she looks down at it.
THE_CALL.srt 	THE_CALL_DVS188 	00:15:17,00 --> 00:15:21,50 	someone looks back.
THE_CALL.srt 	THE_CALL_DVS194 	00:15:34,00 --> 00:15:40,50 	someone looks at the pixelated form lying on a black tarp.
THE_CALL.srt 	THE_CALL_DVS198 	00:15:48,00 --> 00:15:54,50 	he joins her at the edge of the building and looks at her tenderly.
THE_CALL.srt 	THE_CALL_DVS200 	00:16:32,00 --> 00:16:38,50 	she tilts her head toward her boyfriend and looks at him with glistening eyes.
THE_CALL.srt 	THE_CALL_DVS204 	00:16:49,00 --> 00:16:56,50 	someone looks into her eyes, then steps back and leaves someone by the edge of the roof.
THE_CALL.srt 	THE_CALL_DVS261 	00:22:06,00 --> 00:22:11,50 	she grabs the phone and stands, looking after autumn.
THE_CALL.srt 	THE_CALL_DVS323 	00:27:50,00 --> 00:27:54,50 	someone looks to her boss.
THE_CALL.srt 	THE_CALL_DVS523 	00:40:28,00 --> 00:40:35,50 	he stops and glances back, then continues forward as the kidnapper looks up from the trunk.
THE_CALL.srt 	THE_CALL_DVS783 	00:59:17,00 --> 00:59:28,50 	at someone's home, someone looks over a collection of photos on the wall.
THE_CALL.srt 	THE_CALL_DVS849 	01:04:36,00 --> 01:04:41,50 	sitting beside her, she looks away as he takes a comb off the tray.
THE_CALL.srt 	THE_CALL_DVS880 	01:07:57,00 --> 01:08:01,50 	someone looks around the hive.
THE_CALL.srt 	THE_CALL_DVS885 	01:08:36,00 --> 01:08:42,50 	she chews her fingertip and looks at a map of the santa clarita hills.
THE_CALL.srt 	THE_CALL_DVS887 	01:08:46,00 --> 01:08:52,50 	she looks down at her watch.
THE_CALL.srt 	THE_CALL_DVS921 	01:10:44,00 --> 01:10:50,50 	looking away, she finds another box filled with trophies and photos.
THE_CALL.srt 	THE_CALL_DVS935 	01:11:45,00 --> 01:11:50,50 	her lips parted, someone looks away.
THE_CALL.srt 	THE_CALL_DVS946 	01:12:48,00 --> 01:12:54,50 	lowering the flashlight, she looks at the snap hooks then surveys the surrounding area.
THE_CALL.srt 	THE_CALL_DVS960 	01:13:46,00 --> 01:13:50,50 	looking up, she scans the field.
THE_CALL.srt 	THE_CALL_DVS966 	01:14:05,00 --> 01:14:11,50 	then slowly lifts her head and looks toward the dimly lit cabin.
THE_CALL.srt 	THE_CALL_DVS972 	01:14:26,00 --> 01:14:34,50 	the operator carefully climbs down the ladder to the floor and looks at her phone.
THE_CALL.srt 	THE_CALL_DVS974 	01:14:39,00 --> 01:14:47,50 	she looks deeper into the chamber as she picks up her phone and swings her flashlight around to survey a narrow hallway.
THE_CALL.srt 	THE_CALL_DVS986 	01:15:46,00 --> 01:15:52,50 	she looks at a light shining through a half open door.
THE_CALL.srt 	THE_CALL_DVS994 	01:16:10,00 --> 01:16:16,50 	someone hunches against the door in the darkness, then looks around.
THE_CALL.srt 	THE_CALL_DVS1006 	01:17:11,00 --> 01:17:17,50 	someone looks at the grim sight and softly smiles.
THE_CALL.srt 	THE_CALL_DVS1055 	01:19:36,00 --> 01:19:53,50 	someone abruptly turns away and looks at the wig form on the bed.
THE_CALL.srt 	THE_CALL_DVS1096 	01:22:06,00 --> 01:22:12,50 	someone runs to someone and looks over the shirtless and bruised captive.
THE_CALL.srt 	THE_CALL_DVS1103 	01:23:12,00 --> 01:23:19,50 	someone looks at her wrists, then at someone, his back turned to the wakening girl.
THE_CALL.srt 	THE_CALL_DVS1127 	01:24:59,00 --> 01:25:03,50 	he looks at someone.
THE_CALL.srt 	THE_CALL_DVS1133 	01:25:25,00 --> 01:25:31,50 	someone looks over the hole at someone, who stands shivering.
THE_CALL.srt 	THE_CALL_DVS1137 	01:25:42,00 --> 01:25:48,50 	she looks up at the young girl, who shifts her eyes down to the open hatch.
THE_CALL.srt 	THE_CALL_DVS1139 	01:25:48,00 --> 01:25:55,50 	someone looks up again, her bruised left eye almost swollen shut,
THE_CALL.srt 	THE_CALL_DVS1178 	01:27:42,00 --> 01:27:47,50 	he looks at her pleadingly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS32 	00:06:13,00 --> 00:06:23,50 	her mother looks to them indignantly, hands on her hips.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS44 	00:09:05,00 --> 00:09:10,50 	a secretary looks in.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS66 	00:14:19,00 --> 00:14:27,50 	someone mocks an optimistic smile, then looks pointedly in someone's direction.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS76 	00:14:53,00 --> 00:14:57,50 	he looks away briefly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS82 	00:15:34,00 --> 00:15:39,50 	someone looks down and gives a noncommittal shrug.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS143 	00:24:47,00 --> 00:24:51,50 	she looks away, stricken.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS145 	00:25:13,00 --> 00:25:19,50 	surrounding by dead floating leaves, the teen looks away.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS160 	00:26:15,00 --> 00:26:19,50 	she curls her neck to look at him.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS166 	00:28:34,00 --> 00:28:39,50 	looking away, someone shakes his head.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS195 	00:31:29,00 --> 00:31:34,50 	someone looks away regretfully.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS202 	00:33:23,00 --> 00:33:31,50 	someone doubles over, burying her face in her hands as her husband looks on sympathetically.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS345 	00:53:05,00 --> 00:53:09,50 	the others look on mournfully.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS401 	01:00:39,00 --> 01:00:44,50 	a clerk looks up the name on his computer.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS426 	01:04:47,00 --> 01:04:52,50 	lying under a blanket on a fold out bed, someone rolls his head to look up at someone.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS520 	01:16:35,00 --> 01:16:43,50 	looking away, he puts on a smile.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS532 	01:17:31,00 --> 01:17:35,50 	someone looks at us.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS533 	01:17:34,00 --> 01:17:43,50 	someone's looking at us as he replies.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS562 	01:23:44,00 --> 01:23:48,50 	someone looks away and licks his lips.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS566 	01:23:56,00 --> 01:24:00,50 	someone looks down shamefully.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS633 	01:31:58,00 --> 01:32:06,50 	blinking groggily, he looks at his watch, then leans forward on his elbows and shifts his thoughtful eyes.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS683 	01:35:24,00 --> 01:35:31,50 	someone glances at his two cousins, then looks back at the contract and shakes his head.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS690 	01:37:46,00 --> 01:37:50,50 	the crowd looks over.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS736 	01:43:33,00 --> 01:43:39,50 	looking over her frail form, he breathes softly.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS783 	01:46:33,00 --> 01:46:40,50 	someone draws a scoop of ashes from the container and looks at her father.
THE_DESCENDANTS.srt 	THE_DESCENDANTS_DVS785 	01:46:42,00 --> 01:46:49,50 	the peaceful young woman looks at the ashes and purses her lips.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS108 	00:10:54,00 --> 00:11:00,50 	she pauses, looking around, then climbs a marble staircase to a posted directory.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS117 	00:11:20,00 --> 00:11:26,50 	looking over her shoulder, she spies wennerstrom getting out.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS166 	00:19:22,00 --> 00:19:28,50 	outside, most of the adults all look in the same direction.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS195 	00:24:36,00 --> 00:24:42,50 	he steps near to kiss her but she looks away.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS205 	00:25:27,00 --> 00:25:33,50 	she walks deeper into the apartment and looks around.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS219 	00:26:36,00 --> 00:26:44,50 	someone looks over his shoulder then crosses to a window where a tabby waits on the sill in the cold.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS232 	00:27:41,00 --> 00:27:49,50 	the frustrated man looks at the book's cover then tosses it on a few others.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS242 	00:28:35,00 --> 00:28:41,50 	he sits up and looks at his watch on a nightstand.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS326 	00:40:17,00 --> 00:40:23,50 	someone looks away thoughtfully.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS335 	00:41:21,00 --> 00:41:25,50 	the young woman looks away.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS368 	00:45:19,00 --> 00:45:27,50 	as he sits on the edge facing her, someone anxiously shifts in her seat and avoids looking at him.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS451 	00:52:59,00 --> 00:53:04,50 	looking up, someone bolts for the door.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS459 	00:53:29,00 --> 00:53:36,50 	looking over her shoulder, she finds someone chaining her ankles to the footboard.
THE_GIRL_WITH_THE_DRAGON_TATTOO.srt 	THE_GIRL_WITH_THE_DRAGON_TATTOO_DVS468 	00:54:10,00 --> 00:54:19,50 	looking over her shoulder, she finds someone unfastening his pants and gives her restraints a desperate tug.
